topic,cluster,x,y
sample,5,5.9703746,2.5842538
health,6,-0.09827695,1.6449536
vaccine,1,7.1393313,7.6466527
health,6,-2.6393664,4.139509
protein,4,12.391713,13.231129
health,6,-0.6098238,2.07105
sample,5,5.8156767,3.1775808
drug,0,5.8699555,11.536004
cell,2,11.369031,5.7313313
vaccine,1,7.2941165,7.700087
patient,3,8.705137,-3.239436
drug,0,5.3284435,10.892079
cell,2,12.740836,2.5265412
vaccine,0,7.1265817,9.539533
patient,3,3.839191,-1.2446909
health,6,-1.2294469,3.8760917
protein,4,10.494243,9.903451
health,6,5.4509277,7.416174
protein,4,10.627848,9.971595
health,2,12.813378,3.8245018
patient,3,6.245433,-2.538892
health,6,0.35408223,1.257163
health,6,-2.1614056,4.135267
cell,2,11.868591,3.752413
patient,3,9.089401,-3.3986745
protein,4,12.873424,13.047479
protein,4,12.571351,11.762191
protein,0,9.111161,11.681898
protein,4,13.54753,11.60125
protein,4,7.3754315,3.5109308
health,6,-2.2899015,4.1587963
cell,1,10.470795,6.7840877
patient,3,6.6977544,-0.36055067
patient,3,6.7843304,-0.53693694
vaccine,1,9.607598,9.02791
vaccine,0,11.46508,3.414163
health,6,-2.481311,4.1082997
sample,5,5.745333,4.288137
patient,3,9.254957,-4.233412
patient,3,9.10973,-3.2140698
drug,0,6.446134,11.963092
cell,2,14.067449,6.879463
patient,3,6.19243,-2.5072963
protein,4,13.045459,10.810451
vaccine,1,7.856085,7.8278723
cell,2,12.150303,2.1766508
sample,5,5.578235,2.3654025
health,6,-1.2079685,4.841016
protein,4,13.184787,10.401766
vaccine,1,7.794569,7.672273
sample,5,6.0777617,0.6733157
cell,2,14.203274,6.5631967
health,6,-3.0168552,4.4419003
patient,3,4.5269637,-1.6371659
patient,3,6.6740704,-0.32152298
vaccine,1,8.223473,6.227446
health,5,3.1923463,3.3520308
vaccine,1,10.059389,6.622181
vaccine,1,7.8543534,7.7110896
health,6,-1.3800536,4.480658
health,6,1.1354231,0.66702515
vaccine,1,7.2497096,9.405888
vaccine,1,7.521889,7.166036
sample,5,5.9814067,0.7643561
health,6,1.841856,3.4516025
health,0,-0.76105565,3.2579064
protein,4,12.152845,12.562266
sample,5,4.23967,2.7266154
protein,4,12.081808,12.977656
patient,3,9.240441,-4.213583
health,6,-2.1893427,3.4959438
vaccine,1,7.20873,6.653546
vaccine,1,9.586545,8.994879
health,6,0.7322855,0.96432143
health,6,0.38838303,1.2353436
patient,2,4.489479,-1.3968018
cell,2,13.777477,3.6695905
health,6,-2.5604393,4.135176
patient,3,8.375114,-2.9831052
patient,3,7.157623,-1.2790205
protein,4,13.041949,10.846215
drug,0,6.4121003,11.8689785
vaccine,1,8.746124,8.159193
protein,4,11.299307,12.990984
protein,4,10.9361925,12.938087
sample,5,3.1875684,3.1750534
patient,3,8.722576,-3.8138971
vaccine,1,9.459326,6.9133987
patient,3,6.943178,-2.9145744
health,6,5.611495,7.4273806
cell,2,13.860022,4.175256
protein,4,13.451375,11.755022
cell,0,11.726801,3.6950824
drug,0,11.263281,3.7256207
health,6,1.6978934,3.5040748
health,6,5.4435678,7.4104695
patient,3,7.2486434,-1.5484527
protein,4,12.493244,12.196589
sample,5,5.491475,4.1432533
health,6,-2.5001729,4.3880253
health,6,1.1874192,0.6090275
protein,1,10.223963,9.664815
protein,4,13.241281,13.3578825
patient,3,7.2918262,-3.1358714
patient,3,8.223712,-3.7092412
sample,5,5.8197207,2.648007
sample,5,3.4898517,3.0759819
health,6,-2.908703,4.360778
protein,4,12.469509,12.793802
cell,2,13.380543,2.8743699
vaccine,1,6.385017,5.6782184
health,6,5.788849,7.4239316
protein,4,12.271555,12.586548
vaccine,1,10.20108,6.53353
health,6,1.1986008,0.59740376
sample,6,2.7173536,3.279718
health,6,9.640136,13.064295
health,6,-1.3307885,3.6501484
drug,0,6.618474,10.706371
patient,3,6.767623,-2.8086283
patient,3,9.06098,-4.0134044
cell,2,11.575102,5.657805
sample,6,2.8868413,3.2513165
patient,3,6.832538,-0.64536047
health,6,0.7575389,3.255578
cell,2,14.742144,3.794746
cell,0,11.901596,2.8638787
patient,3,8.831386,-3.8639154
health,6,1.7733124,3.4777455
vaccine,1,7.8850827,7.8619714
sample,5,5.397484,4.158177
cell,2,12.507003,5.003917
drug,0,5.2432604,10.718253
patient,3,5.903027,-2.3476644
cell,2,11.830134,5.4832416
vaccine,1,10.508335,6.4755597
protein,4,11.134262,12.111504
patient,3,8.782536,-3.705159
drug,0,5.3928766,10.701706
health,6,0.73684037,0.9660018
health,6,-1.5907563,4.664246
drug,0,6.083671,11.450814
patient,0,6.6639566,10.528057
cell,2,13.652651,4.0785794
patient,3,2.9307513,-0.672124
cell,2,12.311776,2.4689798
patient,3,5.2360034,-1.9152715
drug,0,5.9376984,11.094678
vaccine,1,8.217158,6.3228493
health,6,-2.133349,4.1864653
drug,0,6.1482797,11.850592
drug,0,5.7876935,10.975612
health,6,-0.84247774,2.3977456
vaccine,1,7.29171,7.688799
patient,3,9.292017,-4.270906
health,6,-0.9576571,3.4342282
cell,2,13.808476,3.9483266
health,6,-1.3032293,2.8990204
vaccine,1,9.060151,8.419339
sample,5,5.84287,1.0594867
drug,0,7.0836544,11.72712
vaccine,1,10.367904,6.4485264
patient,3,9.047586,-4.0202775
cell,2,14.434519,5.7418985
health,6,-1.1122066,2.494897
sample,5,6.618307,2.9014683
vaccine,1,6.812877,7.5702558
cell,2,14.035899,4.295149
sample,1,6.896472,5.8133607
health,6,0.5318875,1.1253971
patient,3,8.971347,-3.934645
drug,0,8.379175,11.642881
patient,3,5.475669,-2.1357021
protein,4,13.315896,13.43882
cell,2,13.63413,3.4852886
protein,4,11.210049,12.159116
drug,0,8.41462,11.662607
vaccine,6,5.958091,7.4300914
health,6,0.20656942,1.388562
protein,4,13.079929,12.417114
cell,2,14.039772,4.2823367
sample,5,5.978999,3.362428
sample,3,6.5208144,-0.020040803
vaccine,1,7.557315,7.1466713
protein,4,12.723484,12.464698
health,0,5.2059364,10.5840645
cell,2,14.759618,3.6480582
vaccine,1,7.731538,7.3670053
cell,2,14.428933,5.3072424
health,4,9.914619,13.015608
health,6,1.6544571,0.88598174
drug,0,11.392294,3.839883
drug,0,5.9061556,11.573232
health,6,-1.14179,2.5108871
vaccine,1,7.264725,9.421925
protein,0,9.17862,11.671184
sample,5,5.607593,3.8391569
drug,0,11.370324,3.6761477
cell,2,13.351394,2.8446858
vaccine,1,9.090762,8.180931
vaccine,1,6.8896203,6.273673
health,6,-0.5439985,3.9868414
patient,3,8.545934,-3.4538095
cell,2,13.307236,4.4188647
health,6,5.4529934,7.39946
health,6,0.6494778,3.7290728
cell,2,14.0477915,7.3751106
sample,5,5.4813747,4.0615873
patient,3,7.346643,-1.6932181
sample,6,2.9694319,3.224351
cell,2,14.015107,4.0217404
drug,0,7.575482,11.661391
sample,5,6.3842883,2.7862973
protein,4,13.185313,10.358717
patient,3,6.6762795,-0.32646123
sample,5,4.6944704,2.4544783
drug,0,6.4529023,11.684108
health,6,9.460062,13.145304
protein,4,12.929455,13.2104645
patient,3,6.8350787,-2.0117474
patient,3,8.109079,-3.6490765
cell,2,14.668441,3.859892
drug,0,7.524252,11.663879
patient,3,2.907692,-0.6529439
sample,5,5.8268766,3.1878738
patient,0,6.652923,10.523223
health,6,-1.039114,3.5830822
sample,5,5.53102,3.8379576
vaccine,1,10.075792,6.6318493
protein,4,12.731585,12.993461
sample,5,4.2852235,2.6725113
health,6,-0.56564057,2.0340662
vaccine,1,7.8835025,7.89354
sample,5,5.3678436,2.3889644
sample,5,5.0678234,2.515191
protein,4,12.987541,12.618464
drug,0,10.998397,3.849424
patient,3,8.674534,-3.7242138
cell,2,13.848784,6.8270054
patient,3,8.921095,-3.658958
vaccine,1,7.5481977,8.616455
sample,5,6.6189113,2.883493
health,6,-2.2761116,4.4223747
vaccine,1,8.029408,7.3473496
cell,2,14.460462,4.106059
patient,3,7.100537,-1.1326458
patient,3,7.0286913,-2.9604375
patient,3,7.193837,-1.2957835
protein,4,13.0408535,10.841947
vaccine,1,7.497937,7.638766
vaccine,1,7.4204307,8.949692
health,6,5.2847395,7.3865194
drug,0,6.1353683,11.6591835
health,6,0.95855147,3.6588712
sample,5,5.34472,2.1181026
sample,5,5.7722244,2.4388974
patient,3,8.417944,-2.6321628
vaccine,1,9.016342,7.108906
sample,5,3.928741,2.8742251
vaccine,1,6.936607,7.669889
patient,3,8.315019,-3.7584465
patient,2,11.574269,2.0111778
protein,4,10.596604,10.03476
protein,0,8.95769,11.681002
sample,5,6.5935955,3.0188484
vaccine,1,7.221643,6.672488
vaccine,1,10.347696,6.4574466
drug,0,7.405666,11.701332
patient,3,6.5956063,-2.6623602
vaccine,1,7.170148,9.584024
sample,5,3.3028145,3.1834507
health,6,2.2474003,-0.18574223
sample,5,5.5418525,3.6969078
cell,5,13.569696,5.4568787
protein,4,13.466094,11.733519
patient,3,7.2763634,-3.0944042
patient,2,11.707962,1.9144248
sample,5,3.4808376,3.062871
protein,0,8.7711315,11.668588
patient,3,7.177478,-1.2334845
cell,2,12.55541,2.4233425
drug,0,10.940268,3.8662112
sample,5,5.654507,1.4369569
protein,4,10.866761,12.032238
patient,3,9.131723,-3.3153367
patient,3,5.198433,-2.0123518
sample,5,5.246606,2.1845157
protein,2,13.967681,7.5722146
sample,5,5.7275343,2.817677
protein,4,13.000248,12.432057
health,6,-0.54295564,2.0793056
drug,0,7.4118657,11.677633
protein,4,13.100016,10.652701
patient,3,6.7000155,-2.7665823
vaccine,1,8.96946,7.141557
health,6,5.4812784,7.423736
vaccine,2,10.928678,6.099446
cell,2,14.588145,5.2383833
cell,0,11.996405,3.0383983
protein,4,7.295521,3.476646
sample,5,5.208133,2.0684865
cell,2,13.139258,3.6435907
health,6,1.1157854,0.68414265
drug,0,6.087065,11.363605
health,6,-0.6353132,2.0954742
vaccine,1,6.6374907,5.870979
cell,2,12.24412,3.611859
protein,4,10.312913,12.981348
protein,4,13.224945,13.241478
protein,4,13.236419,11.70543
health,6,2.6151245,3.2902238
sample,5,6.284625,3.293532
patient,3,2.8747041,-0.6306308
health,0,5.049051,10.510871
cell,2,14.263326,4.304225
vaccine,1,7.6411104,7.300452
drug,0,6.167259,12.033201
health,6,0.5706714,3.6607115
health,6,-1.45278,4.7267303
cell,2,14.588264,5.320149
health,6,-0.025657088,1.5781265
protein,4,12.989496,12.526288
vaccine,1,7.621384,8.419957
protein,4,13.589271,8.932097
protein,4,13.2472925,12.778172
vaccine,1,6.8615565,6.1307735
sample,1,6.523609,5.722136
health,6,-1.2994213,3.7257633
cell,2,12.366708,5.0935717
drug,0,10.9834585,3.8659434
cell,2,12.805945,2.6605558
sample,5,5.626174,2.3014193
cell,0,11.653891,3.7152708
protein,4,13.039661,12.608019
protein,4,13.058796,13.0914
health,6,0.7252137,3.725613
vaccine,1,6.8241796,6.149758
sample,0,5.675985,3.338469
health,6,1.6175816,0.28505483
vaccine,1,7.813675,7.823551
vaccine,1,7.8757105,7.8548427
patient,3,6.645167,-2.156373
sample,6,2.789717,3.2594383
sample,5,5.2216277,2.8786328
protein,4,12.99781,12.263669
cell,2,12.106924,2.4516191
vaccine,1,8.270767,6.1712475
drug,0,6.596855,11.868345
cell,2,14.720492,3.6215584
patient,3,7.561429,-3.3138201
health,6,-1.9304968,4.151892
cell,0,11.658258,3.7068284
sample,5,5.9886584,2.7243829
vaccine,1,7.4687877,8.844216
health,0,5.260449,10.703498
vaccine,1,8.840932,8.1191845
drug,0,8.061723,11.637894
sample,5,5.5800157,1.66132
protein,4,11.958244,12.995717
vaccine,2,10.632621,6.2767177
sample,5,5.2192855,2.2223797
patient,3,6.792419,-0.6466512
patient,3,5.201748,-2.0004888
protein,4,11.98016,12.946463
health,3,2.6806016,-0.48867154
drug,0,5.1159744,10.6034355
drug,0,5.496479,11.070022
patient,3,7.4260063,-3.2409616
cell,2,14.561469,4.0646763
patient,3,8.604409,-3.3753474
protein,2,13.470511,8.965909
vaccine,1,9.063844,8.430953
health,6,-3.3143282,4.7912326
drug,0,6.1880684,12.018522
cell,2,13.172544,2.7888453
vaccine,1,7.714183,7.4522314
vaccine,1,7.338496,7.716105
health,6,1.328832,0.91366315
patient,3,6.795486,-2.8216825
vaccine,1,7.545733,6.2195244
sample,5,5.0121255,2.1949458
vaccine,1,6.0509357,7.444774
vaccine,1,7.2075014,7.647974
protein,4,13.374548,13.529159
health,6,0.81890523,0.8962533
protein,4,13.543824,9.071837
sample,5,5.245663,2.2118864
vaccine,1,9.020716,8.35279
protein,2,13.68801,8.515975
patient,0,6.641001,10.614211
vaccine,1,7.3112164,6.7851877
vaccine,1,6.765748,7.558724
sample,5,4.129237,2.4478061
health,4,9.998831,12.874467
sample,5,6.987439,3.1479855
sample,5,6.622467,2.8960853
protein,0,8.912978,11.681473
vaccine,1,10.309392,6.426982
drug,0,8.334551,11.64132
protein,4,13.231359,13.178176
patient,3,5.7244163,-2.2611725
protein,4,13.266316,10.004234
protein,4,12.1982355,13.086133
drug,0,6.928515,10.340095
health,6,0.88814145,0.8458877
protein,4,12.035459,13.044776
drug,0,7.700901,11.641138
vaccine,1,6.5728955,5.8498845
drug,0,7.6198573,11.660057
protein,4,10.851839,12.03546
sample,5,5.8845024,0.91694725
health,6,1.870527,0.105639264
sample,5,6.6053696,2.0221217
cell,2,13.748993,4.8578076
drug,0,7.0488176,10.112163
vaccine,1,7.137506,6.632919
sample,5,5.6526628,4.102516
drug,0,8.182388,11.615017
drug,0,6.6300054,10.982025
protein,4,11.449015,13.019106
patient,2,11.881023,2.0483856
protein,4,13.107073,12.611118
vaccine,1,6.652166,6.27871
cell,2,13.861731,3.8302195
protein,4,13.228333,10.208932
cell,2,14.444725,5.7210016
health,6,5.378926,7.404249
sample,5,5.2575555,2.09153
sample,5,5.6907887,3.472657
sample,5,3.1176758,3.2155273
health,6,-2.371402,4.163398
health,6,-0.9030566,4.1721907
patient,3,8.410107,-3.1781423
drug,0,11.293064,3.9048553
health,6,-1.2349617,4.79667
sample,5,5.5996003,1.6975973
cell,2,11.970869,5.3696613
cell,2,11.937755,3.677552
drug,0,6.5220737,11.212188
vaccine,1,8.586335,7.8144097
protein,4,11.139759,12.010247
cell,2,14.513646,5.3229957
cell,2,14.537218,4.028562
health,6,-1.1155158,4.877116
protein,4,13.452977,13.62062
cell,2,14.772575,3.7768402
health,0,5.2728534,10.518437
patient,3,9.254096,-4.2308435
vaccine,1,9.18486,8.565084
protein,4,12.950491,13.258555
cell,2,14.189685,6.6505365
cell,2,13.70222,4.1550407
vaccine,1,9.554152,8.974772
cell,2,11.869694,5.4561343
patient,3,3.1620035,-0.81637484
patient,3,6.687521,-0.35729605
vaccine,1,9.250656,8.659698
drug,0,7.1257877,11.735369
vaccine,1,7.5125103,7.079402
health,6,-1.6670498,3.028389
vaccine,1,9.400591,6.9272017
protein,2,13.795407,8.258053
cell,2,12.457748,2.3640068
protein,4,13.497736,11.684197
protein,4,13.378277,11.922792
sample,5,5.8410435,4.451569
health,6,-1.1424762,4.8585424
vaccine,1,6.8101735,6.1019506
protein,4,13.266317,12.6818075
sample,5,6.418818,2.188584
sample,3,6.166463,0.69359285
protein,4,13.350466,10.209704
patient,3,6.988848,-2.935723
patient,3,8.674001,-3.447129
sample,5,6.575827,3.1765342
cell,2,11.956892,5.4497333
cell,2,14.784429,3.7534733
sample,5,7.0233126,3.2013326
protein,4,12.416217,12.29738
sample,5,5.3544793,2.8674004
sample,5,7.085789,3.2445893
patient,3,8.753461,-3.3066494
protein,4,7.3659596,3.5547705
patient,3,7.0055923,-2.8679116
vaccine,1,8.078496,7.303866
cell,2,14.679699,3.6916826
cell,2,14.300726,5.9369683
health,6,0.73241186,0.9774619
drug,0,6.502098,11.099941
drug,0,7.1005545,11.674507
vaccine,1,8.220471,6.2700915
sample,5,4.3018746,2.6827166
patient,3,9.169062,-4.142343
sample,5,5.663514,2.7562053
vaccine,1,8.285921,7.858935
sample,5,3.5636122,3.0248206
vaccine,1,9.635092,8.599538
sample,5,5.9736357,0.80799574
cell,2,11.963037,3.6574802
cell,2,14.727397,3.6533084
health,6,9.055527,13.288264
patient,3,6.676495,-0.33979267
protein,4,10.608473,12.967031
health,6,-2.331086,4.3786354
patient,3,9.250454,-4.212491
sample,5,3.5084562,3.0652895
cell,2,14.8708935,3.556145
cell,2,14.137132,4.375935
protein,4,12.971687,11.030424
health,6,-0.8384901,3.3897166
cell,2,14.266734,6.299405
vaccine,1,8.544874,8.000514
protein,4,13.511704,9.187484
drug,0,11.240133,3.7625992
cell,2,14.780435,3.5231423
sample,5,6.551459,2.8651261
vaccine,1,6.853869,6.3065553
patient,3,6.6077814,-2.6649556
vaccine,1,9.257694,8.040116
vaccine,1,8.754631,8.161748
health,6,-0.8110804,4.2004876
protein,4,12.866112,13.100369
health,6,-2.7266781,4.2290177
cell,2,13.447933,5.1050725
cell,2,12.195251,5.218529
health,6,0.5517911,3.742075
vaccine,1,7.183063,6.624363
cell,2,14.552577,3.5650303
cell,2,13.506185,5.0830455
health,6,-1.9615034,4.1575074
patient,3,2.8842154,-0.6313881
drug,0,11.222086,3.7644339
cell,2,14.1977825,6.547661
drug,0,6.072994,11.774486
cell,2,14.591705,3.5161555
patient,3,3.9705927,-1.284562
protein,4,13.603007,8.891551
health,6,-0.4380817,4.1279464
drug,0,6.5041547,11.2119665
protein,4,10.806027,10.256996
health,6,9.256127,13.199523
drug,0,6.6368427,11.931021
vaccine,1,8.937111,8.28459
drug,0,5.3985295,10.895434
health,2,12.873202,3.738727
drug,0,6.2133446,11.557659
sample,5,4.125617,2.7664888
sample,5,6.638986,2.9084754
health,6,9.091436,13.2726145
health,6,0.07967088,3.9368238
health,6,1.7073233,0.41463494
patient,2,8.1010685,-2.4221654
drug,0,6.1837616,11.997415
drug,0,6.403997,11.588247
drug,0,10.901103,3.926553
sample,5,6.106278,3.3217857
sample,5,5.387375,2.5201352
protein,4,12.374037,12.060919
protein,4,12.960554,12.878145
protein,4,12.99073,11.043866
sample,5,5.1419625,2.1504374
protein,4,12.919551,12.741752
sample,5,5.6963105,1.4016174
health,6,0.3066122,3.8272386
health,6,0.70599025,3.7552357
patient,1,8.306598,6.0251946
vaccine,1,8.047178,7.2936463
health,6,-1.223116,4.827798
cell,2,12.069502,3.7640786
protein,4,12.596525,12.297125
protein,2,13.729031,8.403667
health,6,-2.8285134,4.457085
vaccine,1,7.368539,6.8757834
protein,4,13.132618,12.577764
health,6,9.079232,13.264527
patient,3,8.293577,-3.0981102
patient,3,7.222336,-3.023077
patient,3,2.9935982,-0.6961118
protein,4,13.302464,9.931206
sample,5,5.5372267,2.3774066
protein,4,12.309628,12.078861
health,6,9.659464,12.9834795
sample,5,3.1367,3.1611698
patient,3,7.7037826,-3.0203996
cell,2,14.515971,5.2407126
vaccine,1,10.333415,6.777966
health,6,-1.4433471,4.732344
patient,3,8.576353,-3.6328082
patient,2,11.450076,2.013854
cell,2,14.3687935,3.9005964
health,6,-2.4949942,4.337839
health,3,2.49421,-0.3192835
sample,5,7.1158237,3.3065293
patient,3,8.303371,-3.029185
health,6,1.2992154,0.5225302
protein,4,12.989428,13.254573
patient,3,3.0703502,-0.7655489
patient,3,7.7707515,-3.478649
patient,3,8.347206,-3.693399
sample,5,5.236571,2.0653782
drug,0,5.1927547,10.629126
health,6,-3.2826743,4.812612
sample,5,5.3419833,2.9203293
health,6,-1.8060471,4.3132176
patient,2,11.855591,2.0692303
protein,4,10.437303,9.860338
patient,0,6.6378264,10.538036
cell,2,13.428367,3.52852
drug,0,8.455899,11.662325
cell,2,13.514739,4.582699
protein,4,13.049598,10.848869
patient,3,6.657541,-0.3041784
patient,3,2.905797,-0.66072804
health,0,5.073013,10.5569515
protein,4,13.447315,9.340255
protein,4,11.304949,13.004932
cell,2,14.20031,3.839817
patient,3,7.438729,-3.2453203
patient,3,2.89832,-0.650193
protein,4,10.514929,9.960419
drug,1,7.397079,9.827547
cell,2,12.417709,5.0638857
health,6,-0.86944973,3.4135873
drug,0,6.6424456,11.824286
sample,1,5.301933,4.3583446
patient,3,8.245292,-3.3645208
patient,3,8.575015,-2.4433088
sample,5,5.1742086,2.1314998
vaccine,1,7.8452587,7.4012074
patient,0,6.6339717,10.594045
health,6,-1.246526,3.8095062
protein,4,13.328618,9.853868
protein,4,10.340754,12.872015
sample,5,6.4950533,2.7986472
patient,3,7.266927,-1.5182154
cell,2,13.976579,3.5096796
cell,2,14.570355,5.180053
protein,4,13.452909,11.842067
cell,2,13.956625,4.032923
health,6,-2.665696,4.281879
sample,3,6.459857,0.03922368
health,6,1.9529443,0.030850973
patient,3,8.78407,-3.468353
drug,0,7.2369285,11.698457
patient,3,8.677797,-3.0440297
drug,0,10.878483,3.9490077
protein,0,8.528647,11.665805
health,6,1.9493507,0.029673263
drug,0,8.319568,11.656434
patient,3,4.9317236,-1.854963
sample,5,5.963131,0.83403933
protein,4,13.395485,13.543519
drug,0,6.5104704,11.256627
sample,1,6.4518127,5.6050572
health,2,12.865257,3.7082837
vaccine,6,5.9452167,7.429866
cell,2,13.413561,4.2481594
sample,3,6.3976536,0.09709704
sample,3,6.2168903,-0.02739863
sample,5,5.4639835,2.2932909
sample,5,6.0020695,1.9856541
patient,3,8.909612,-3.9150405
sample,5,4.283344,2.6904757
vaccine,1,7.416872,8.970081
cell,2,11.561207,5.6942496
vaccine,1,6.5990896,5.848625
vaccine,1,7.077683,6.5095277
patient,3,8.099041,-2.8887365
protein,4,12.052503,12.506357
vaccine,1,8.140712,7.1020436
sample,5,6.388424,1.9602363
cell,2,14.440868,5.7291512
patient,3,8.569119,-3.6213658
protein,5,7.1601634,3.2977319
sample,1,6.6757407,5.763503
health,6,-0.19732544,4.0463963
patient,3,2.8087552,-0.56629276
health,6,-0.07971906,4.034594
sample,5,5.2418685,2.2520993
patient,3,5.2161655,-2.0221796
health,6,-0.8415596,2.2732387
health,6,-0.55208296,2.0238786
patient,3,3.8335106,-1.2464997
cell,2,13.658248,4.938659
cell,2,14.743985,3.5808852
sample,5,4.2833605,2.6832297
cell,2,13.562383,5.12303
protein,4,13.091839,12.731787
cell,2,14.53863,5.426534
vaccine,1,9.216292,6.9149656
health,6,-1.7352927,4.427969
health,6,-2.6012897,4.2415023
health,6,-2.1325817,4.1525517
protein,1,10.224226,9.6561985
sample,5,6.541323,1.9840906
protein,4,13.519391,9.1667595
protein,4,7.4431424,3.6325243
cell,2,14.856706,3.5687935
cell,2,14.602791,5.120848
protein,4,13.333118,9.8242445
patient,3,7.292904,-1.9132591
protein,4,7.4863386,3.6718004
vaccine,1,8.254578,6.2998962
health,6,-0.2930214,4.084313
vaccine,1,9.361986,8.8804865
sample,5,4.753462,2.3935905
cell,2,13.922199,4.6421027
protein,4,13.033178,10.966148
health,6,-0.90632296,3.4403255
protein,4,12.421129,12.199663
cell,2,14.045621,6.752425
patient,3,8.5965805,-3.7275822
drug,0,6.7274795,11.9102955
health,6,0.15492347,1.4293697
cell,2,14.461339,5.3516026
drug,0,6.5220304,11.161726
patient,3,5.189501,-2.0092664
health,6,-1.4790609,3.04599
protein,4,7.456599,3.6481953
health,6,-1.1424732,2.5201714
drug,0,8.238338,11.648995
protein,4,10.644845,12.353711
cell,0,11.879641,2.9464405
health,4,9.935016,13.020487
sample,3,6.5414176,-0.096986905
cell,2,13.336681,2.8234718
cell,2,14.55487,5.076593
health,6,2.1623313,-0.0914676
protein,4,12.381959,11.488003
vaccine,1,6.742193,6.094621
health,6,-1.5786126,3.9909675
protein,4,11.14921,12.096034
patient,3,6.928488,-0.7811118
health,1,5.9522824,6.9266005
cell,2,12.49253,2.3797007
protein,4,13.417148,13.58661
protein,4,12.885205,13.114601
protein,4,13.0109625,13.033708
vaccine,1,9.586621,6.8562703
protein,4,12.96637,11.230461
vaccine,1,9.506368,6.887234
sample,5,6.501297,2.104806
protein,4,12.040004,13.037003
cell,5,11.919559,3.8311853
patient,3,7.129751,-0.9331133
cell,2,14.056553,7.3546352
protein,4,13.4400215,11.750657
sample,6,2.9178324,3.23728
cell,2,13.534849,5.0428557
sample,5,5.477339,2.2521226
cell,2,14.476398,3.597634
health,6,1.2029164,0.59735584
health,6,9.766498,13.081394
vaccine,1,7.857826,7.939244
cell,2,14.115313,3.8221018
protein,5,7.1306057,3.4685922
vaccine,1,7.867332,7.737831
vaccine,1,6.8809667,5.871109
sample,5,6.5872307,1.956078
vaccine,1,8.56694,8.028832
sample,5,3.9152555,2.8615518
sample,5,5.405531,3.2498348
patient,3,8.384576,-2.910862
cell,2,12.987141,3.677297
vaccine,1,7.5796514,8.545075
patient,3,9.223602,-4.19221
vaccine,1,6.7457757,7.5807366
health,6,0.2110554,3.8893476
drug,0,6.0523796,11.361061
protein,4,12.046273,13.072454
patient,1,8.282648,6.1523895
drug,1,7.11897,9.769325
cell,2,14.738331,3.635853
sample,4,7.079396,3.3108346
vaccine,1,7.425412,7.7263846
patient,3,8.664415,-3.4605205
health,6,0.6099461,3.8402252
cell,2,12.967675,3.7380235
vaccine,1,9.282608,6.9525285
protein,4,12.946698,11.135202
health,6,-2.045085,3.8323653
protein,4,11.294711,12.987649
patient,1,8.192532,6.074871
cell,2,14.026366,4.5529056
protein,4,12.107813,12.509887
health,6,-1.394675,3.6678367
patient,3,4.939037,-1.8272581
cell,5,13.568427,5.461584
cell,2,14.088849,3.814231
drug,0,7.9764075,11.625751
protein,4,10.5723295,12.962646
drug,0,5.545951,11.113215
patient,3,7.4887533,-1.8867251
cell,2,12.405329,3.5628653
sample,5,2.9074848,3.0901847
protein,4,13.163969,12.502827
protein,4,12.185451,11.671383
protein,4,13.303768,9.946233
health,6,0.2015441,1.3823438
health,6,2.4037914,-0.31944162
cell,2,12.685062,3.6297967
cell,5,13.559903,5.099805
drug,0,8.082365,11.644417
patient,3,8.335603,-3.708011
cell,2,14.246253,3.5370188
protein,1,10.077176,9.482072
drug,0,6.495923,11.142928
protein,2,13.768864,8.169183
cell,2,12.273614,3.7172966
sample,5,4.1035485,2.800432
vaccine,1,10.29917,6.4558063
protein,4,12.708813,13.347317
drug,0,5.474839,11.028843
sample,5,5.698218,1.4193746
drug,0,5.285237,10.774945
sample,5,5.187505,2.1372132
cell,2,13.944431,5.632535
health,6,-2.417893,4.1356773
health,6,1.4930179,0.36854795
vaccine,1,7.284326,7.1184897
sample,5,5.8675594,1.0226171
sample,5,6.9180584,2.170649
drug,0,5.617002,11.203196
patient,3,7.1216626,-1.0810655
sample,1,6.5632815,0.07329731
health,6,9.063339,13.279495
patient,3,8.569831,-3.62697
vaccine,1,7.405726,9.384729
sample,5,5.837061,3.2111094
health,6,1.1378725,3.6166635
health,6,-1.4372274,3.7184608
cell,2,13.972622,4.0186677
vaccine,1,9.006211,8.347158
cell,2,14.4146805,5.5304627
vaccine,1,7.178987,7.140632
health,6,-1.4868132,4.706563
cell,5,13.509746,5.221482
protein,4,12.15635,12.552663
protein,4,12.023023,11.40885
health,6,0.16578592,1.4169897
health,6,-1.6955636,4.2572384
drug,0,6.171111,12.010801
cell,2,14.870391,3.5238075
vaccine,1,7.5007076,7.772822
health,6,-1.066857,2.543849
cell,2,14.162668,6.728414
sample,5,5.4020658,2.1821704
health,6,-0.71227396,2.1682036
patient,3,2.7094138,-0.34716272
protein,4,11.962032,13.011204
sample,3,6.453859,0.15719981
drug,0,7.791195,11.632152
drug,0,6.803391,10.272414
protein,4,11.240325,12.185599
protein,4,7.388987,3.540057
protein,1,9.65544,9.281623
cell,2,13.79224,4.7217507
protein,4,10.564877,9.98757
patient,3,2.958198,-0.6852386
vaccine,1,9.690032,8.578967
patient,3,7.7066193,-3.423431
drug,0,6.4595704,11.423102
vaccine,1,9.507312,6.8796787
